ds,y,type
2015-03-01 10:00:00,1697.639010519632,forecast
2015-03-01 11:00:00,1943.0066914740478,forecast
2015-03-01 12:00:00,2007.3533063775922,forecast
2015-03-01 13:00:00,1879.063898950666,forecast
2015-03-01 14:00:00,1577.1857505331045,forecast
2015-03-01 15:00:00,1135.737662007325,forecast
2015-03-01 16:00:00,603.80593962712,forecast
2015-03-01 17:00:00,68.73860674474861,forecast
2015-03-02 06:00:00,-355.2250580283322,forecast
2015-03-02 07:00:00,68.76747126858413,forecast
2015-03-02 08:00:00,542.6224258270538,forecast
2015-03-02 09:00:00,1004.4357569646103,forecast
2015-03-02 10:00:00,1394.9829571440387,forecast
2015-03-02 11:00:00,1652.4089931578064,forecast
2015-03-02 12:00:00,1730.8699809279158,forecast
2015-03-02 13:00:00,1618.7276980590984,forecast
2015-03-02 14:00:00,1334.9838554356488,forecast
2015-03-02 15:00:00,913.5892261290037,forecast
2015-03-02 16:00:00,403.5397549337152,forecast
2015-03-02 17:00:00,-107.92882801190774,forecast
2015-03-03 06:00:00,-152.57493738736548,forecast
2015-03-03 07:00:00,298.11617193991395,forecast
2015-03-03 08:00:00,797.0918983397692,forecast
2015-03-03 09:00:00,1282.224707422879,forecast
2015-03-03 10:00:00,1694.0809286697101,forecast
2015-03-03 11:00:00,1970.6131097836274,forecast
2015-03-03 12:00:00,2065.803951461839,forecast
2015-03-03 13:00:00,1967.862891215987,forecast
2015-03-03 14:00:00,1695.6622314641127,forecast
2015-03-03 15:00:00,1283.0478869497335,forecast
2015-03-03 16:00:00,778.9368538261904,forecast
2015-03-03 17:00:00,270.5129066467787,forecast
2015-03-04 06:00:00,28.704454023958874,forecast
2015-03-04 07:00:00,451.58149712558804,forecast
2015-03-04 08:00:00,922.12722380883,forecast
2015-03-04 09:00:00,1378.5007246658583,forecast
2015-03-04 10:00:00,1761.5576601455818,forecast
2015-03-04 11:00:00,2009.5395854699868,forecast
2015-03-04 12:00:00,2076.7148581069287,forecast
2015-03-04 13:00:00,1951.5722311248394,forecast
2015-03-04 14:00:00,1653.2540611044383,forecast
2015-03-04 15:00:00,1215.864239152923,forecast
2015-03-04 16:00:00,688.5629792350074,forecast
2015-03-04 17:00:00,158.76000025880023,forecast
2015-03-05 06:00:00,-136.04209488078413,forecast
2015-03-05 07:00:00,300.9332664594875,forecast
2015-03-05 08:00:00,787.7568584471087,forecast
2015-03-05 09:00:00,1262.407274496519,forecast
2015-03-05 10:00:00,1665.5409900267985,forecast
2015-03-05 11:00:00,1935.1840150047979,forecast
2015-03-05 12:00:00,2025.3752898558566,forecast
2015-03-05 13:00:00,1924.3628974789108,forecast
2015-03-05 14:00:00,1651.0399894814364,forecast
2015-03-05 15:00:00,1239.2555022938354,forecast
2015-03-05 16:00:00,737.9117642032212,forecast
2015-03-05 17:00:00,234.16049709183187,forecast
2015-03-06 06:00:00,184.88756828891485,forecast
2015-03-06 07:00:00,627.9605217855438,forecast
2015-03-06 08:00:00,1118.6629528373735,forecast
2015-03-06 09:00:00,1594.986462631729,forecast
2015-03-06 10:00:00,1997.622816674766,forecast
2015-03-06 11:00:00,2264.654626526747,forecast
2015-03-06 12:00:00,2350.197534604668,forecast
2015-03-06 13:00:00,2242.594992914936,forecast
2015-03-06 14:00:00,1960.8525549108313,forecast
2015-03-06 15:00:00,1538.9467791163197,forecast
2015-03-06 16:00:00,1025.9208717053825,forecast
2015-03-06 17:00:00,509.0785978210625,forecast
2015-03-07 06:00:00,237.1264877894497,forecast
2015-03-07 07:00:00,664.3437806147501,forecast
2015-03-07 08:00:00,1139.9348096311726,forecast
2015-03-07 09:00:00,1601.9465013255426,forecast
2015-03-07 10:00:00,1991.1093717173849,forecast
2015-03-07 11:00:00,2245.5282520274036,forecast
2015-03-07 12:00:00,2319.3247616044964,forecast
2015-03-07 13:00:00,2200.8326122809417,forecast
2015-03-07 14:00:00,1909.0326537019155,forecast
2015-03-07 15:00:00,1477.8627458419232,forecast
2015-03-07 16:00:00,956.3145701209099,forecast
2015-03-07 17:00:00,431.6288908919074,forecast
2015-03-08 06:00:00,80.49567434892765,forecast
2015-03-08 07:00:00,500.46070438659615,forecast
2015-03-08 08:00:00,968.3498137833352,forecast
2015-03-08 09:00:00,1422.199783394928,forecast
2015-03-08 10:00:00,1802.7460311289024,forecast
2015-03-08 11:00:00,2048.1137120426906,forecast
2015-03-08 12:00:00,2112.4603269065483,forecast
2015-03-08 13:00:00,1984.1709194237847,forecast
2015-03-08 14:00:00,1682.2927709790988,forecast
2015-03-08 15:00:00,1240.8446824050004,forecast
2015-03-08 16:00:00,708.9129600163585,forecast
2015-03-08 17:00:00,173.84562705818882,forecast
2015-03-09 06:00:00,-250.11803824578055,forecast
2015-03-09 07:00:00,173.8744910073317,forecast
2015-03-09 08:00:00,647.7294455304276,forecast
2015-03-09 09:00:00,1109.542776604873,forecast
2015-03-09 10:00:00,1500.089976746131,forecast
2015-03-09 11:00:00,1757.5160126952771,forecast
2015-03-09 12:00:00,1835.9770004153338,forecast
2015-03-09 13:00:00,1723.834717495267,forecast
2015-03-09 14:00:00,1440.0908748182123,forecast
2015-03-09 15:00:00,1018.6962454526088,forecast
2015-03-09 16:00:00,508.646774205476,forecast
2015-03-09 17:00:00,-2.821808764371326,forecast
2015-03-10 06:00:00,-47.46791883983474,forecast
2015-03-10 07:00:00,403.2231904329286,forecast
2015-03-10 08:00:00,902.1989167857271,forecast
2015-03-10 09:00:00,1387.3317258197233,forecast
2015-03-10 10:00:00,1799.187947040537,forecast
2015-03-10 11:00:00,2075.7201281037223,forecast
2015-03-10 12:00:00,2170.910969744897,forecast
2015-03-10 13:00:00,2072.9699094608072,forecast
2015-03-10 14:00:00,1800.7692496677696,forecast
2015-03-10 15:00:00,1388.1549051070037,forecast
2015-03-10 16:00:00,884.0438719450856,forecast
2015-03-10 17:00:00,375.61992472507086,forecast
2015-03-11 06:00:00,133.81147160165403,forecast
2015-03-11 07:00:00,556.688514661806,forecast
2015-03-11 08:00:00,1027.2342413027413,forecast
2015-03-11 09:00:00,1483.6077421184646,forecast
2015-03-11 10:00:00,1866.664677572464,forecast
2015-03-11 11:00:00,2114.6466028438713,forecast
2015-03-11 12:00:00,2181.821875435263,forecast
2015-03-11 13:00:00,2056.6792484304583,forecast
2015-03-11 14:00:00,1758.3610783607355,forecast
2015-03-11 15:00:00,1320.9712563662524,forecast
2015-03-11 16:00:00,793.669996405049,forecast
2015-03-11 17:00:00,263.8670174034137,forecast
2015-03-12 06:00:00,-30.93507826223697,forecast
2015-03-12 07:00:00,406.0402830317023,forecast
2015-03-12 08:00:00,892.8638749801165,forecast
2015-03-12 09:00:00,1367.5142909874858,forecast
2015-03-12 10:00:00,1770.6480065076494,forecast
2015-03-12 11:00:00,2040.2910314771775,forecast
2015-03-12 12:00:00,2130.4823063115155,forecast
2015-03-12 13:00:00,2029.4699139342902,forecast
2015-03-12 14:00:00,1756.1470059257936,forecast
2015-03-12 15:00:00,1344.3625187256134,forecast
2015-03-12 16:00:00,843.018780621569,forecast
2015-03-12 17:00:00,339.26751351348696,forecast
2015-04-01 05:00:00,159.74584829924697,forecast
2015-04-01 06:00:00,449.13251943879845,forecast
2015-04-01 07:00:00,872.009562502391,forecast
2015-04-01 08:00:00,1342.555289122411,forecast
2015-04-01 09:00:00,1798.928789927552,forecast
2015-04-01 10:00:00,2181.985725415943,forecast
2015-04-01 11:00:00,2429.9676506830356,forecast
2015-04-01 12:00:00,2497.1429232772093,forecast
2015-04-01 13:00:00,2372.000296260787,forecast
2015-04-01 14:00:00,2073.682126189942,forecast
2015-04-01 15:00:00,1636.2923042230818,forecast
2015-04-01 16:00:00,1108.9910442615922,forecast
2015-04-01 17:00:00,579.1880652221721,forecast
2015-04-01 18:00:00,186.78286816231298,forecast
2015-04-01 19:00:00,86.75162046975765,forecast
2015-04-01 20:00:00,358.41683602173214,forecast
2015-04-01 21:00:00,920.4983386986,forecast
2015-04-01 22:00:00,1530.5071293880808,forecast
2015-04-01 23:00:00,1895.1924354970324,forecast
2015-04-02 00:00:00,1831.6399593800334,forecast
2015-04-02 01:00:00,1370.7041119142984,forecast
2015-04-02 02:00:00,731.1947405046762,forecast
2015-04-02 03:00:00,187.30716503818098,forecast
2015-04-02 04:00:00,-74.33587352233394,forecast
2015-04-02 05:00:00,-16.75980184172795,forecast
2015-04-02 06:00:00,284.38596957486607,forecast
2015-04-02 07:00:00,721.3613308763901,forecast
2015-04-02 08:00:00,1208.1849228241963,forecast
2015-04-02 09:00:00,1682.8353388329265,forecast
2015-04-02 10:00:00,2085.9690543514616,forecast
2015-04-02 11:00:00,2355.61207931669,forecast
2015-04-02 12:00:00,2445.8033541546392,forecast
2015-04-02 13:00:00,2344.7909617646774,forecast
2015-04-02 14:00:00,2071.468053770825,forecast
2015-04-02 15:00:00,1659.6835665558297,forecast
2015-04-02 16:00:00,1158.3398284542025,forecast
2015-04-02 17:00:00,654.5885613625957,forecast
2015-04-02 18:00:00,288.0739450627673,forecast
2015-04-02 19:00:00,213.52222391100509,forecast
2015-04-02 20:00:00,510.0140131619288,forecast
2015-04-02 21:00:00,1096.03776267214,forecast
2015-04-02 22:00:00,1728.8859695595165,forecast
2015-04-02 23:00:00,2115.104392864362,forecast
2015-04-03 00:00:00,2071.5922626410907,forecast
2015-04-03 01:00:00,1629.036248821948,forecast
2015-04-03 02:00:00,1006.0986805246406,forecast
2015-04-03 03:00:00,476.8488148338388,forecast
2015-04-03 04:00:00,227.80574706495008,forecast
2015-04-03 05:00:00,295.86350513103844,forecast
2015-04-03 06:00:00,605.3156324242326,forecast
2015-04-03 07:00:00,1048.3885858946073,forecast
2015-04-03 08:00:00,1539.0910169401925,forecast
2015-04-03 09:00:00,2015.4145267237145,forecast
2015-04-03 10:00:00,2418.0508807549804,forecast
2015-04-03 11:00:00,2685.082690588135,forecast
2015-04-03 12:00:00,2770.6255986471488,forecast
2015-04-03 13:00:00,2663.0230569655364,forecast
2015-04-03 14:00:00,2381.280618931638,forecast
2015-04-03 15:00:00,1959.374843123116,forecast
2015-04-03 16:00:00,1446.348935699124,forecast
2015-04-03 17:00:00,929.5066618195899,forecast
2015-04-03 18:00:00,548.6532226358767,forecast
2015-04-03 19:00:00,458.6826072603137,forecast
2015-04-03 20:00:00,738.8476063588171,forecast
2015-04-03 21:00:00,1307.8109759852293,forecast
2015-04-03 22:00:00,1923.0393727956662,forecast
2015-04-03 23:00:00,2291.25034338984,forecast
2015-04-04 00:00:00,2229.51038874392,forecast
2015-04-04 01:00:00,1768.6668960861791,forecast
2015-04-04 02:00:00,1127.5344550676973,forecast
2015-04-04 03:00:00,580.3243799902671,forecast
2015-04-04 04:00:00,313.6860526797492,forecast
2015-04-04 05:00:00,364.63064634596697,forecast
2015-04-04 06:00:00,657.5545516150853,forecast
2015-04-04 07:00:00,1084.7718444365173,forecast
2015-04-04 08:00:00,1560.3628734448648,forecast
2015-04-04 09:00:00,2022.37456510609,forecast
2015-04-04 10:00:00,2411.5374354895066,forecast
2015-04-04 11:00:00,2665.95631581189,forecast
2015-04-04 12:00:00,2739.752825386122,forecast
2015-04-04 13:00:00,2621.2606760833414,forecast
2015-04-04 14:00:00,2329.460717478152,forecast
2015-04-04 15:00:00,1898.290809616357,forecast
2015-04-04 16:00:00,1376.742633926614,forecast
2015-04-04 17:00:00,852.0569546663698,forecast
2015-04-04 18:00:00,463.96600739630526,forecast
2015-04-04 19:00:00,367.2825000255574,forecast
2015-04-04 20:00:00,641.1713899683535,forecast
2015-04-04 21:00:00,1204.2028988419154,forecast
2015-04-04 22:00:00,1813.7483594485889,forecast
2015-04-04 23:00:00,2176.429149479665,forecast
2015-04-05 00:00:00,2109.2167047271805,forecast
2015-04-05 01:00:00,1642.8663757014967,forecast
2015-04-05 02:00:00,996.1056165107569,forecast
2015-04-05 03:00:00,443.0653006786242,forecast
2015-04-05 04:00:00,170.32275180924717,forecast
2015-04-05 05:00:00,214.82702518472684,forecast
2015-04-05 06:00:00,500.9237381370709,forecast
2015-04-05 07:00:00,920.8887681760309,forecast
2015-04-05 08:00:00,1388.777877539919,forecast
2015-04-05 09:00:00,1842.627847183106,forecast
2015-04-05 10:00:00,2223.174094915511,forecast
2015-04-05 11:00:00,2468.541775818829,forecast
2015-04-05 12:00:00,2532.8883906878177,forecast
2015-04-05 13:00:00,2404.5989832022515,forecast
2015-04-05 14:00:00,2102.720834772713,forecast
2015-04-05 15:00:00,1661.2727462096605,forecast
2015-04-05 16:00:00,1129.3410237898518,forecast
2015-04-05 17:00:00,594.2736908329907,forecast
2015-04-05 18:00:00,195.92161382249242,forecast
2015-04-05 19:00:00,89.2260443846667,forecast
2015-04-05 20:00:00,353.4887588651468,forecast
2015-04-05 21:00:00,907.4232770976348,forecast
2015-04-05 22:00:00,1508.5487791063917,forecast
2015-04-05 23:00:00,1863.63699808874,forecast
2015-04-06 00:00:00,1789.8101099933592,forecast
2015-04-06 01:00:00,1317.9724113742425,forecast
2015-04-06 02:00:00,666.9963027334334,forecast
2015-04-06 03:00:00,111.1514026941029,forecast
2015-04-06 04:00:00,-162.85459056543255,forecast
2015-04-06 05:00:00,-117.95272404872071,forecast
2015-04-06 06:00:00,170.3100255417919,forecast
2015-04-06 07:00:00,594.3025547962252,forecast
2015-04-06 08:00:00,1068.1575093103606,forecast
2015-04-06 09:00:00,1529.970840409428,forecast
2015-04-06 10:00:00,1920.5180405186243,forecast
2015-04-06 11:00:00,2177.9440764798437,forecast
2015-04-06 12:00:00,2256.4050641970216,forecast
2015-04-06 13:00:00,2144.2627812741684,forecast
2015-04-06 14:00:00,1860.5189385808985,forecast
2015-04-06 15:00:00,1439.124309230785,forecast
2015-04-06 16:00:00,929.0748379874709,forecast
2015-04-06 17:00:00,417.60625501050356,forecast
2015-04-06 18:00:00,44.43588125538304,forecast
2015-04-06 19:00:00,-35.64887723513766,forecast
2015-04-06 20:00:00,256.4808265548447,forecast
2015-04-06 21:00:00,839.3479692154901,forecast
2015-04-06 22:00:00,1470.2652810864847,forecast
2015-04-06 23:00:00,1855.7840672754926,forecast
2015-04-07 00:00:00,1812.7942246986772,forecast
2015-04-07 01:00:00,1371.9582230007259,forecast
2015-04-07 02:00:00,751.8995417235664,forecast
2015-04-07 03:00:00,226.63435983028944,forecast
2015-04-07 04:00:00,-17.384914123114186,forecast
2015-04-07 05:00:00,56.656263169978956,forecast
2015-04-07 06:00:00,372.96014492241875,forecast
2015-04-07 07:00:00,823.6512541941722,forecast
2015-04-07 08:00:00,1322.626980575166,forecast
2015-04-07 09:00:00,1807.75978960852,forecast
2015-04-07 10:00:00,2219.616010798289,forecast
2015-04-07 11:00:00,2496.148191888483,forecast
2015-04-07 12:00:00,2591.339033526744,forecast
2015-04-07 13:00:00,2493.397973239832,forecast
2015-04-07 14:00:00,2221.197313444403,forecast
2015-04-07 15:00:00,1808.5829688818333,forecast
2015-04-07 16:00:00,1304.4719357190656,forecast
2015-04-07 17:00:00,796.0479884999231,forecast
2015-04-07 18:00:00,423.0042778614419,forecast
2015-04-07 19:00:00,340.13231502140377,forecast
2015-04-07 20:00:00,626.5935082356792,forecast
2015-04-07 21:00:00,1200.9717184344465,forecast
2015-04-07 22:00:00,1820.6684364769678,forecast
2015-04-07 23:00:00,2192.3508471486557,forecast
2015-04-08 00:00:00,2133.050785637711,forecast
2015-04-08 01:00:00,1673.597365793587,forecast
2015-04-08 02:00:00,1032.803786206579,forecast
2015-04-08 03:00:00,484.89712808882905,forecast
2015-04-08 04:00:00,216.55975384616727,forecast
2015-04-08 05:00:00,264.8528642494214,forecast
2015-04-08 06:00:00,554.2395353892138,forecast
2015-04-08 07:00:00,977.1165784506502,forecast
2015-04-08 08:00:00,1447.6623050676862,forecast
2015-04-08 09:00:00,1904.0358058869629,forecast
2015-04-08 10:00:00,2287.0927413593035,forecast
2015-04-08 11:00:00,2535.0746666204464,forecast
2015-04-08 12:00:00,2602.249939224417,forecast
2015-04-08 13:00:00,2477.1073122091275,forecast
2015-04-08 14:00:00,2178.7891421370255,forecast
2015-04-08 15:00:00,1741.3993201672552,forecast
