datetime,temp_location3,temp_location6,temp_location2,temp_location4,temp_location5,temp_location1,solar_location3,solar_location6,solar_location2,solar_location4,solar_location5,solar_location1,total_solar,Hour
24/01/2015 08:00:00,2.58,7.29,3.58,0.32,7.63,3.77,46.78,49.19,51.05,49.8,50.22,47.61,294.65,8
24/01/2015 09:00:00,3.5,7.42,4.18,1.81,7.76,4.33,158.5,176.12,167.38,159.19,169.44,162.62,993.25,9
24/01/2015 10:00:00,4.91,7.68,5.25,3.47,8.01,5.48,253.56,275.25,266.75,251.31,272.25,263.75,1582.87,10
24/01/2015 11:00:00,5.64,7.91,6.2,4.75,8.24,6.3,307.88,335,321.88,304.38,327.12,317.88,1914.14,11
24/01/2015 12:00:00,6.04,8.11,6.68,5.7,8.44,6.74,317.5,342.75,332.25,308.88,344.75,330.5,1976.63,12
24/01/2015 13:00:00,6.22,8.25,6.91,6.12,8.57,6.87,274.12,307.62,295.88,274.12,310.25,296.88,1758.87,13
24/01/2015 14:00:00,6.16,8.35,6.88,6.17,8.6,6.78,196.06,225.25,213.38,179.5,229.19,218.31,1261.69,14
24/01/2015 15:00:00,5.81,8.35,6.54,5.7,8.56,6.49,99.19,113.94,107.22,79.72,118.5,111.34,629.91,15
24/01/2015 16:00:00,4.56,8.1,5.53,3.85,8.32,5.56,10.28,14.54,12.45,5.6,16.8,14.27,73.94,16
25/01/2015 07:00:00,2.94,8.13,2.86,0.84,8.49,3.79,0.06,0.32,0.17,0.21,0.14,0.05,0.95,7
25/01/2015 08:00:00,3.49,8.3,3.13,2.07,8.65,4.29,30.26,57.94,49.88,32.78,50.45,36.62,257.93,8
25/01/2015 09:00:00,5.04,8.79,4.89,4.03,9.08,5.67,92.34,167.31,143.25,98.44,153.75,115.56,770.65,9
25/01/2015 10:00:00,6.42,9.31,6.79,5.43,9.54,7.29,105.72,255.69,203.5,156.81,248.12,153.5,1123.34,10
25/01/2015 11:00:00,7.04,9.56,7.74,6.52,9.79,7.92,78.19,285.5,181.38,182.81,251.56,104.31,1083.75,11
25/01/2015 12:00:00,7.09,9.67,8.06,7.21,9.89,7.86,58.59,209.06,102.91,113.47,98.62,64.34,646.99,12
25/01/2015 13:00:00,7.15,9.68,8.01,7.15,9.89,7.9,46.67,93.41,66.5,56.45,48.55,38.38,349.96,13
25/01/2015 14:00:00,7.18,9.69,7.95,6.81,9.9,7.91,27.99,33.27,39,41.12,26.25,23.07,190.7,14
25/01/2015 15:00:00,7.21,9.73,7.97,6.81,9.96,8.08,9.89,13.99,14.46,20.17,11.36,10.83,80.7,15
25/01/2015 16:00:00,7.44,9.86,8.05,6.72,10.07,8.29,1.17,1.47,1.59,1.35,1.44,1.54,8.56,16
26/01/2015 07:00:00,8.67,10.51,9.32,8.25,10.64,9.42,0.05,0.05,0.05,0.1,0.01,0.03,0.29,7
26/01/2015 08:00:00,7.97,10.53,9.13,7.85,10.74,8.98,32.67,18.8,34.28,32.48,30.94,32.25,181.42,8
26/01/2015 09:00:00,7.2,10.7,8.63,7.08,10.54,8.24,127.91,105.47,131.12,117.88,117.19,126.47,726.04,9
26/01/2015 10:00:00,7.14,10.22,8.11,6.88,9.96,8.04,209.06,217.12,218.62,204.31,191.25,217.44,1257.8,10
26/01/2015 11:00:00,7.18,9.67,8.11,7.22,9.7,7.99,274.5,288.38,284.38,267,287.12,275.12,1676.5,11
26/01/2015 12:00:00,7.3,9.55,7.99,7.64,9.6,7.75,260,308.38,298.5,230.69,330.12,314.75,1742.44,12
26/01/2015 13:00:00,7.36,9.37,7.93,7.68,9.37,7.75,198.06,238.88,207,131.62,256.62,234.69,1266.87,13
26/01/2015 14:00:00,7.2,9.13,7.73,7.22,9.16,7.61,122.78,153,133.88,75.88,182,156.56,824.1,14
26/01/2015 15:00:00,6.8,8.99,7.41,6.64,9.07,7.37,53.03,72.88,59.89,37.66,85.62,72.59,381.67,15
26/01/2015 16:00:00,6.19,8.87,6.88,5.96,9.01,6.91,7.82,8.18,7.19,3.69,12.08,10.91,49.87,16
27/01/2015 07:00:00,5.52,8.31,5.96,3.05,8.62,6.17,0.11,0.51,0.25,0.44,0.18,0.1,1.59,7
27/01/2015 08:00:00,5.47,8.39,5.85,2.77,8.59,6.01,23.33,33.88,28.76,40.22,30.27,24.16,180.62,8
27/01/2015 09:00:00,6.01,8.63,6.43,4.36,8.78,6.51,79.66,118.47,100.22,123.81,102.22,87.59,611.97,9
27/01/2015 10:00:00,6.77,8.97,7.25,5.92,9.01,7.29,140.25,229.31,179.12,201.81,204.94,151.69,1107.12,10
27/01/2015 11:00:00,7.25,9.18,7.86,6.84,9.17,7.73,249.19,301.5,287.5,256.12,250.19,233,1577.5,11
27/01/2015 12:00:00,7.72,9.28,8.35,7.35,9.23,8.05,283.62,325.75,322.5,235.94,314.5,278.25,1760.56,12
27/01/2015 13:00:00,7.96,9.34,8.59,7.54,9.34,8.12,232.44,300.12,286.5,248.31,304.25,266.25,1637.87,13
27/01/2015 14:00:00,7.71,9.39,8.53,7.63,9.39,8.02,138.5,201.19,178.31,104.78,192.06,188.31,1003.15,14
27/01/2015 15:00:00,7.17,9.38,8.08,7.07,9.35,7.77,51.11,109.19,72.59,36.75,89.25,53.67,412.56,15
27/01/2015 16:00:00,6.5,9.18,7.36,6.21,9.18,7.31,4.43,9.14,7.01,3.23,8.47,4.93,37.21,16
28/01/2015 07:00:00,9.38,11.07,9.86,8.62,10.95,9.86,0,0.55,0.07,0.03,0.03,0,0.68,7
28/01/2015 08:00:00,9.56,11.02,10.06,9.43,11.05,9.99,8.43,3.01,5.88,4.54,5.56,8.45,35.87,8
28/01/2015 09:00:00,8.12,11.09,9.56,9.3,10.9,8.58,52.66,41.34,45.31,40.44,49.48,42.11,271.34,9
28/01/2015 10:00:00,6.96,10.22,7.89,7.44,9.79,7.64,121.28,105.12,116.78,121.44,132.5,106.12,703.24,10
28/01/2015 11:00:00,6.55,9.67,7.62,6.47,9.81,7.43,168.69,179.19,191.38,231.81,196.19,138.44,1105.7,11
28/01/2015 12:00:00,5.32,9.62,7.14,5.66,9.44,6.43,257.88,201.62,235.31,228.38,213.19,233.88,1370.26,12
28/01/2015 13:00:00,4.82,8.61,5.96,4.73,8.37,5.69,259.62,196.19,216.69,278.88,201.5,217.81,1370.69,13
28/01/2015 14:00:00,5.1,7.9,5.76,4.92,8,5.73,157.25,122.25,149.56,200.25,109.25,137.19,875.75,14
28/01/2015 15:00:00,4.98,7.93,5.79,4.85,8.12,5.75,66.62,48.23,65.31,83.44,51.28,64.28,379.16,15
28/01/2015 16:00:00,4.51,7.92,5.39,4.21,8.09,5.41,9.87,11.08,11.27,6.44,13.21,12.99,64.86,16
29/01/2015 07:00:00,4.22,7.57,4.96,2.7,7.62,5.31,0.28,0.26,0.29,0.57,0.15,0.1,1.65,7
29/01/2015 08:00:00,4.21,7.45,5,2.82,7.46,5.25,25.38,13.6,22.97,30.78,13.54,14.59,120.86,8
29/01/2015 09:00:00,4.52,7.29,5.11,3.29,7.36,5.26,71.91,39.8,65,81.34,41.61,50.95,350.61,9
29/01/2015 10:00:00,4.91,7.28,5.38,3.96,7.41,5.44,120.16,75.44,114.72,106.03,74.44,104.09,594.88,10
29/01/2015 11:00:00,5.02,7.27,5.6,4.24,7.53,5.76,148.69,106.38,150.19,129.38,114.59,141.38,790.61,11
29/01/2015 12:00:00,5.05,7.32,5.83,4.16,7.75,5.97,177.31,118.94,164.12,154.31,122.28,156.31,893.27,12
29/01/2015 13:00:00,5.02,7.66,5.97,4.14,8.07,6.03,165.62,124.53,154.31,160.5,133.81,155.06,893.83,13
29/01/2015 14:00:00,4.49,7.86,5.71,3.81,8.07,5.65,105.62,114.16,128.44,118.06,129.25,113.75,709.28,14
29/01/2015 15:00:00,3.77,7.7,5.14,3.01,7.73,5.04,62.66,70.62,73.34,41.98,66.25,65.41,380.26,15
29/01/2015 16:00:00,2.95,7.08,4.25,2.15,7.18,4.23,6.45,11.04,8.94,4.34,12.6,9.74,53.11,16
30/01/2015 07:00:00,4.16,7.62,5.22,1.16,7.89,5.56,0.46,0.91,0.74,1.2,0.51,0.25,4.07,7
30/01/2015 08:00:00,4.1,7.73,5.15,0.65,7.88,5.45,25.53,46.41,35.95,41.7,30.52,20.05,200.16,8
30/01/2015 09:00:00,4.65,7.62,5.34,2.56,7.82,5.66,88.31,79.94,84.16,120.88,77.44,64.25,514.98,9
30/01/2015 10:00:00,5.37,7.76,6.03,3.96,8.17,6.18,170.12,154.31,212.31,221.81,179.5,181.5,1119.55,10
30/01/2015 11:00:00,5.86,8.19,6.69,5.47,8.37,6.57,224.5,277.38,285,238.69,260.62,215.94,1502.13,11
30/01/2015 12:00:00,6.1,8.32,6.95,6.09,8.31,6.59,213.25,301.25,291.88,215,271.25,220.25,1512.88,12
30/01/2015 13:00:00,6.01,8.27,6.95,6.14,8.13,6.44,202.88,196.25,195.44,167.12,253.88,204.56,1220.13,13
30/01/2015 14:00:00,5.91,8.05,6.67,5.88,7.96,6.21,189.88,163,167.31,134.62,209.44,166.31,1030.56,14
30/01/2015 15:00:00,5.69,7.85,6.39,5.51,7.83,5.97,91.72,112.41,104.16,76.03,112.28,81.81,578.41,15
30/01/2015 16:00:00,4.92,7.56,5.7,4.56,7.64,5.51,11.16,18.77,13.36,7.66,19.62,12.84,83.41,16
31/01/2015 07:00:00,3.29,6.2,3.63,2.62,6.52,3.96,0.39,1.26,0.84,0.53,0.73,0.38,4.13,7
31/01/2015 08:00:00,3.47,6.26,3.87,2.81,6.55,4.14,27.58,37.62,36.52,21.01,37.05,28.79,188.57,8
31/01/2015 09:00:00,3.66,6.42,4.27,3.13,6.61,4.27,86.78,112.22,133.06,55.44,111.47,97.66,596.63,9
31/01/2015 10:00:00,3.99,6.52,4.64,3.78,6.69,4.48,159.38,199,217.19,129,194.75,163.31,1062.63,10
31/01/2015 11:00:00,4.46,6.62,5.09,4.79,6.78,4.75,208.69,254.94,257.38,247.81,248.69,203.12,1420.63,11
31/01/2015 12:00:00,4.75,6.75,5.41,5.54,6.86,4.95,212.19,284.25,282.62,282.62,263,229.06,1553.74,12
31/01/2015 13:00:00,4.7,6.92,5.55,5.66,6.98,5.01,145.62,257.62,242.19,238.5,234.81,190.81,1309.55,13
31/01/2015 14:00:00,4.11,6.94,5.28,5.43,6.95,4.82,81.88,175.62,140.88,176,157.06,115.75,847.19,14
31/01/2015 15:00:00,3.72,6.81,4.53,5.05,6.73,4.34,35.23,81.5,50.98,89.12,66.06,43.39,366.28,15
31/01/2015 16:00:00,4.06,6.18,4.2,4.3,6.45,4.34,8.66,7.21,7.26,10.22,6.89,8.73,48.97,16
1/2/2015 7:00,2.19,5.57,2.93,1.33,5.9,2.95,1.43,2.13,1.82,2.07,1.32,1.14,9.91,7
1/2/2015 8:00,2.09,5.59,2.88,1.25,5.88,2.88,68.34,69.75,71.19,67.47,61.06,63.64,401.45,8
1/2/2015 9:00,2.56,5.67,3.29,1.85,5.94,3.25,186.06,182,189.06,176.75,172.31,179,1085.18,9
1/2/2015 10:00,3.19,5.82,3.91,2.81,6.04,3.75,280.75,276.25,284,267.75,270.12,274.5,1653.37,10
1/2/2015 11:00,3.69,5.99,4.37,3.63,6.14,4.14,336.38,337.5,341.38,317.5,331,329.88,1993.64,11
1/2/2015 12:00,4.06,6.13,4.71,4.18,6.2,4.37,340.75,334.62,341.12,316,326.5,330.75,1989.74,12
1/2/2015 13:00,4.13,6.15,4.8,4.36,6.2,4.36,304,285.62,296.12,272.25,279.5,288.38,1725.87,13
1/2/2015 14:00,4.02,6.11,4.65,4.24,6.19,4.23,225.31,202.19,218,203.12,197.94,211.56,1258.12,14
1/2/2015 15:00,3.63,5.98,4.32,3.84,6.04,3.91,123.06,105.62,118.59,107.31,111.41,117.38,683.37,15
1/2/2015 16:00,2.91,5.83,3.74,2.79,5.94,3.46,21.84,20.91,22.31,14.7,24.98,24.31,129.05,16
2/2/2015 7:00,0.83,4.82,1.64,-0.96,5.11,1.79,0.91,1.55,1.16,1.36,1.56,0.86,7.4,7
2/2/2015 8:00,0.79,4.97,1.69,-0.56,5.24,1.78,34.22,39.53,35.3,28.34,37.91,28.84,204.14,8
2/2/2015 9:00,1.61,5.16,2.26,0.59,5.45,2.19,84.94,95.66,94.47,69.56,75.69,69.22,489.54,9
2/2/2015 10:00,2.77,5.41,3.4,1.6,5.68,2.93,114.62,123.03,140,106.91,103.28,99.28,687.12,10
2/2/2015 11:00,3.14,5.59,3.99,2.3,5.9,3.28,116.94,146.06,157.5,131,124.31,120.72,796.53,11
2/2/2015 12:00,2.89,5.74,4.08,2.69,6,3.33,99.19,129.12,123.59,133.38,108.62,119.41,713.31,12
2/2/2015 13:00,2.45,5.73,3.78,2.69,5.93,3.19,89.59,84.09,109.53,107.28,84.53,104.25,579.27,13
2/2/2015 14:00,2.12,5.54,3.43,2.34,5.63,2.94,68.84,50.55,74.06,72.09,56.5,68.78,390.82,14
2/2/2015 15:00,1.75,5.26,2.95,1.58,5.35,2.6,33.25,24.76,30.24,33.89,30.53,32.36,185.03,15
2/2/2015 16:00,1.06,5.01,2.24,0.47,5.03,2.11,5.38,5.05,5.76,4.77,6.93,6.43,34.32,16
3/2/2015 7:00,-0.07,4.1,0.93,-1.39,4.41,0.87,1.5,0.83,1.15,2.05,1.19,1.27,7.99,7
3/2/2015 8:00,-0.08,3.9,0.95,-1.22,4.36,0.99,48.16,19.57,33.81,44.08,22.48,36.84,204.94,8
3/2/2015 9:00,0.59,3.99,1.26,-0.87,4.27,1.42,151.56,63.55,122.56,118.47,61.88,118.06,636.08,9
3/2/2015 10:00,1.38,4.19,1.88,0.27,4.41,2.08,270.62,125.09,218.5,249.81,135.62,228.31,1227.95,10
3/2/2015 11:00,2.22,4.37,2.55,1.55,4.68,2.76,332.25,181.44,283.88,324.88,210,303.38,1635.83,11
3/2/2015 12:00,2.82,4.59,3.06,2.56,4.89,3.31,303.5,203.44,297.75,324.12,236.31,310.38,1675.5,12
3/2/2015 13:00,3.05,4.85,3.47,3.1,5.09,3.62,274.12,197.94,272.12,285,224.06,270,1523.24,13
3/2/2015 14:00,3.16,4.99,3.6,3.32,5.23,3.61,208.44,162.12,205.44,199.19,182.12,206.81,1164.12,14
3/2/2015 15:00,3.02,5.02,3.5,3.07,5.26,3.4,113.12,94.66,118.59,101.25,111.66,121.19,660.47,15
3/2/2015 16:00,2.42,5.03,3.08,2.04,5.18,2.9,23.06,19.8,24.62,16.8,26.8,27.55,138.63,16
4/2/2015 7:00,-0.25,4.14,0.26,-1.18,4.38,0.73,2.5,5.22,3.59,2.55,4.04,2.68,20.58,7
4/2/2015 8:00,0.1,4.04,0.7,-0.8,4.24,0.75,61.61,93.91,72.91,61.7,90.25,71.66,452.04,8
4/2/2015 9:00,1.26,4.25,1.53,-0.06,4.42,1.55,161.56,207.38,189.44,154.44,205.5,177.62,1095.94,9
4/2/2015 10:00,2.06,4.43,2.38,1.2,4.63,2.5,247.56,286.5,262.5,248.56,282.75,270.5,1598.37,10
4/2/2015 11:00,2.72,4.73,3.09,2.39,5,3.25,319.38,309.25,304.88,316.38,309.75,315,1874.64,11
4/2/2015 12:00,3.28,5.11,3.65,3.35,5.42,3.74,340,301.12,321.12,352.38,306.75,329.25,1950.62,12
4/2/2015 13:00,3.67,5.37,4.04,3.92,5.63,4.02,318.62,271.25,296.5,320.38,261.75,301.25,1769.75,13
4/2/2015 14:00,3.87,5.58,4.26,4.04,5.7,4.08,258.75,212.5,238,236.38,215.69,248.69,1410.01,14
4/2/2015 15:00,3.76,5.64,4.23,3.66,5.84,4.05,152,128.12,143.62,125.41,138.44,152.25,839.84,15
4/2/2015 16:00,2.75,5.79,3.75,2.4,5.98,3.49,32.91,32.3,33.94,20.56,37.62,38.47,195.8,16
5/2/2015 7:00,1.08,5.72,1.77,-0.28,5.85,2.11,2.97,5.39,4.08,4.1,4.7,3.37,24.61,7
5/2/2015 8:00,1.59,6.07,2.52,0.12,6.1,2.66,60.48,68.75,65.84,67.97,83.78,69.41,416.23,8
5/2/2015 9:00,3.08,6.5,3.74,1.36,6.63,3.85,172.25,154.81,168.75,157.19,178.69,175.56,1007.25,9
5/2/2015 10:00,4.12,6.69,4.61,2.48,6.82,4.71,285.75,236.88,265.25,220.62,265.75,290.12,1564.37,10
5/2/2015 11:00,4.86,6.77,5.32,3.57,6.97,5.48,343.5,281.12,307.88,250.5,326,351.25,1860.25,11
5/2/2015 12:00,5.24,6.89,5.7,4.19,7.13,5.8,352,286.62,319.75,232.5,335.25,375.5,1901.62,12
5/2/2015 13:00,5.41,7.08,5.93,4.5,7.28,6,318.75,258.88,284.5,179.06,310.75,342.25,1694.19,13
5/2/2015 14:00,5.37,7.21,5.92,4.36,7.49,6.04,214.06,167.81,190.06,110.31,239.19,261.25,1182.68,14
5/2/2015 15:00,4.98,7.1,5.56,3.89,7.6,5.8,101.78,79.84,91.34,59.98,117.47,129.25,579.66,15
5/2/2015 16:00,4.27,6.86,5.03,3.18,7.51,5.25,23.36,19.46,21.05,10.39,25.98,29.62,129.86,16
6/2/2015 7:00,-1.33,4.11,0.01,-2.62,3.88,-0.03,4.95,5.83,5.66,6.8,5.41,4.05,32.7,7
6/2/2015 8:00,-1.37,4.32,0.12,-2.46,4.05,0.04,85.03,87.19,95.78,93.81,83.81,81.34,526.96,8
6/2/2015 9:00,-0.2,4.51,0.77,-1.14,4.32,0.66,215.5,193,219.75,219.5,187.19,218.81,1253.75,9
6/2/2015 10:00,0.74,4.65,1.54,0.58,4.5,1.42,304.62,275.5,309.12,316.25,282.12,318,1805.61,10
6/2/2015 11:00,1.8,4.77,2.28,2.28,4.69,2.09,362.25,334.88,374.12,359.62,340.88,372.88,2144.63,11
6/2/2015 12:00,2.58,4.97,3.03,3.05,4.87,2.65,383.25,342.5,398.62,375.75,359.25,389.38,2248.75,12
6/2/2015 13:00,3.01,5.22,3.53,3.5,5.12,3.15,353.25,309.5,365.5,344.25,331.5,364.12,2068.12,13
6/2/2015 14:00,3.19,5.46,3.74,3.59,5.43,3.43,276.75,283,283.12,260.62,252.94,288.12,1644.55,14
6/2/2015 15:00,3.06,5.62,3.68,3.28,5.59,3.36,161.5,165.19,164.75,144.94,148.06,169.5,953.94,15
6/2/2015 16:00,2.5,5.85,3.33,2.36,5.73,3.04,38.33,42.91,41.12,28.59,41.41,45.27,237.63,16
7/2/2015 7:00,-0.28,5.22,0.71,-0.79,5.11,0.75,5.29,8.54,6.65,5.01,6.93,4.88,37.3,7
7/2/2015 8:00,-0.02,5.21,1.09,-0.11,5.13,1.01,78.34,110.31,98.28,61.44,105.5,80,533.87,8
7/2/2015 9:00,1.29,5.42,1.99,1.14,5.38,1.94,176.81,241.06,208.38,156.94,237,184.88,1205.07,9
7/2/2015 10:00,2.46,5.71,3.16,2.41,5.68,3.05,276.62,345.12,333.75,258.62,342.5,324,1880.61,10
7/2/2015 11:00,3.48,6.1,4.2,3.64,6.11,4.08,333.62,406.25,391.5,309,405.62,390.12,2236.11,11
7/2/2015 12:00,4.22,6.42,4.9,4.21,6.54,4.84,386.12,418.25,394.5,315,418.88,406.12,2338.87,12
7/2/2015 13:00,4.79,6.69,5.38,4.56,6.86,5.33,328.88,379.62,367.5,275,383,371.38,2105.38,13
7/2/2015 14:00,4.95,6.87,5.59,4.69,7.11,5.53,247,295.38,264.12,212.62,300.88,290.88,1610.88,14
7/2/2015 15:00,4.76,6.95,5.49,4.54,7.26,5.45,140.44,174.44,151.88,111,183.38,166.75,927.89,15
7/2/2015 16:00,4.06,6.94,5,3.72,7.21,4.92,31.84,42.61,36.83,20.77,51.91,40.75,224.71,16
7/2/2015 17:00,2.44,6.81,4.12,2.1,6.95,4.05,0,0,0,0,0.01,0,0.01,17
8/2/2015 7:00,0.53,5.93,1.27,-0.57,5.59,1.3,5.58,8.26,6.99,6.47,7.3,5.57,40.17,7
8/2/2015 8:00,0.81,6.11,1.56,-0.35,5.84,1.58,77.5,103.59,86.56,71.41,98.97,81,519.03,8
8/2/2015 9:00,1.82,6.48,2.78,0.79,6.37,2.71,181.88,242.44,208.19,177.06,239.25,202.38,1251.2,9
8/2/2015 10:00,3.13,6.72,3.99,2.47,6.82,4.02,291,346.12,337.38,323.5,348,341.75,1987.75,10
8/2/2015 11:00,4.59,6.93,5.29,4.45,7.1,5.32,390.75,411.62,405.75,379.62,411.75,405.12,2404.61,11
8/2/2015 12:00,5.91,7.11,6.19,5.66,7.36,6.43,408,425.75,417,396.25,425.75,418.25,2491,12
8/2/2015 13:00,6.67,7.24,6.77,6.46,7.54,7.12,369.12,388.88,380.25,353.25,390.88,383.25,2265.63,13
8/2/2015 14:00,7.02,7.38,7.16,6.8,7.75,7.47,286.38,301.5,291.75,270.12,308.25,300.12,1758.12,14
8/2/2015 15:00,6.93,7.55,7.25,6.67,8,7.5,171.44,178.19,174.81,154.31,187.31,182.69,1048.75,15
8/2/2015 16:00,5.95,7.63,6.7,5.07,8.13,6.89,44.75,50.86,48.3,33.22,56.53,53.31,286.97,16
8/2/2015 17:00,3.11,7.43,4.52,1.98,7.96,4.69,0,0,0,0,0.04,0.02,0.06,17
9/2/2015 7:00,2.89,5.65,3.68,1.49,6.62,3.97,3.42,4.73,3.8,6.25,6.29,4.28,28.77,7
9/2/2015 8:00,2.73,5.51,3.58,1.51,6.36,3.81,46.42,47.28,42.02,58.31,73.06,56.05,323.14,8
9/2/2015 9:00,3.34,5.49,3.67,2.5,6.42,3.98,115.59,106.09,102.97,131.19,164.56,134.75,755.15,9
9/2/2015 10:00,3.73,5.47,3.9,2.99,6.43,4.21,189.44,161.69,166.69,205.69,264.88,216.75,1205.14,10
9/2/2015 11:00,4.35,5.59,4.4,3.79,6.57,4.72,240.56,212.94,220.25,275.88,376.62,290.62,1616.87,11
9/2/2015 12:00,5.03,5.78,5.01,5.24,6.82,5.34,277.5,236.75,253.31,352.25,424,318.62,1862.43,12
9/2/2015 13:00,5.69,6.02,5.72,6.53,7.07,6.02,288.38,226.69,289,327.75,385.88,357.12,1874.82,13
9/2/2015 14:00,6.22,6.36,6.53,7.18,7.38,6.83,251.25,195.06,268,271,304.5,294.5,1584.31,14
9/2/2015 15:00,6.41,6.81,6.9,7.33,7.66,7.05,164.12,145.81,173,155,191.44,184.31,1013.68,15
9/2/2015 16:00,5.96,7.18,6.6,6.1,7.72,6.69,45.23,50,51.41,35.09,59.52,56.5,297.75,16
9/2/2015 17:00,3.62,7.08,4.46,3.11,7.45,4.56,0,0.03,0.01,0,0.12,0.06,0.22,17
10/2/2015 7:00,0.87,6.97,3.43,1.28,7.26,2.78,4.02,6.67,4.33,4.92,6.35,4.58,30.87,7
10/2/2015 8:00,1.08,7.11,3.9,1.27,7.38,3.34,48.5,60.77,40.42,40.44,50.06,45.14,285.33,8
10/2/2015 9:00,1.78,7.32,4.74,1.6,7.65,4.39,99.5,126.38,84.34,78.25,126.84,93.34,608.65,9
10/2/2015 10:00,2.7,7.27,5.42,2.33,7.67,5.32,123.19,199.12,141.06,162.94,179.31,142.69,948.31,10
10/2/2015 11:00,3.57,7.11,5.94,4.15,7.58,5.95,160.38,218.56,198.5,203.12,256.38,187.44,1224.38,11
10/2/2015 12:00,4.47,6.86,6.27,4.73,7.46,6.34,207.94,225.62,249.19,204.69,257.12,228.06,1372.62,12
10/2/2015 13:00,5.26,6.67,6.46,4.96,7.23,6.53,291.75,231.62,295.75,184,256.25,295.62,1554.99,13
10/2/2015 14:00,5.95,6.65,6.56,5.05,6.97,6.67,242.69,220.88,235.25,140.19,213.38,245.62,1298.01,14
10/2/2015 15:00,5.82,6.85,6.38,4.97,6.88,6.47,116.75,135.06,153.69,82.25,148.88,156.06,792.69,15
10/2/2015 16:00,5.29,6.97,5.99,4.67,6.92,6,32.45,38.73,32.89,20.44,37.7,35.55,197.76,16
10/2/2015 17:00,3.84,7.05,5.29,3.14,7,5.3,0.01,0.05,0.02,0,0.15,0.08,0.31,17
11/2/2015 7:00,2.32,6.13,3.5,0.61,6.44,3.49,6.89,8.62,7.27,8.39,6.16,5.83,43.16,7
11/2/2015 8:00,2.48,6.15,3.76,1.08,6.45,3.67,70.22,76.59,68.03,74.25,67.81,65.16,422.06,8
11/2/2015 9:00,4.09,6.41,4.88,3.09,6.62,4.65,150.94,160.94,147.69,169.31,148.75,142.44,920.07,9
11/2/2015 10:00,4.88,6.66,5.46,4.23,6.84,5.27,230.56,225.75,209.25,234.25,214.06,207.31,1321.18,10
11/2/2015 11:00,5.38,6.84,5.81,5.31,6.99,5.69,296.25,274.62,245.56,263.62,253.5,234.5,1568.05,11
11/2/2015 12:00,5.83,7,6.12,5.75,7.14,5.98,349.75,284.12,291.25,257.25,282.75,247.38,1712.5,12
11/2/2015 13:00,6.28,7.1,6.41,6.03,7.27,6.2,337.25,267.88,275.75,251.56,264.38,225.94,1622.76,13
11/2/2015 14:00,6.52,7.19,6.53,6.19,7.34,6.27,268.12,229.62,222.81,187.25,201.06,168.31,1277.17,14
11/2/2015 15:00,6.43,7.26,6.45,5.98,7.37,6.18,127.25,150.94,120.28,94.75,122.59,100.5,716.31,15
11/2/2015 16:00,5.87,7.18,6.06,5.29,7.28,5.87,31.81,47.7,31.82,21.38,40.14,31.82,204.67,16
11/2/2015 17:00,4.57,7,5.17,4.05,7.11,5.09,0.03,0.16,0.06,0,0.3,0.16,0.71,17
12/2/2015 7:00,2.04,6.34,3.36,1.03,7.14,3.46,7.67,7.59,7.46,9.64,5.17,6.47,44,7
12/2/2015 8:00,2.16,6.35,3.45,1.18,7.15,3.61,73.47,60.66,67.34,73.59,49.2,67.16,391.42,8
12/2/2015 9:00,3.6,6.57,4.61,2.99,7.28,4.79,165.19,138.44,152.75,159.44,117.06,160.25,893.13,9
12/2/2015 10:00,4.38,6.76,5.13,4.12,7.43,5.48,235.25,196.31,220.88,234.12,172.56,237,1296.12,10
12/2/2015 11:00,4.85,6.93,5.52,4.66,7.57,6.04,262.75,272.5,251.56,257.38,199.5,262.12,1505.81,11
12/2/2015 12:00,5.19,7.1,5.78,4.96,7.7,6.31,265.25,236.62,241.19,260.75,201.94,220.06,1425.81,12
12/2/2015 13:00,5.42,7.17,5.9,5.19,7.86,6.35,293.25,215.94,230.62,235.12,190.94,224.62,1390.49,13
12/2/2015 14:00,5.7,7.33,6.01,5.31,8.02,6.44,241.56,151.81,214.94,170.69,145.38,154.25,1078.63,14
12/2/2015 15:00,5.62,7.44,6.1,5.18,8.19,6.37,119.75,83.5,100.69,102.88,85.34,102.44,594.6,15
12/2/2015 16:00,5.23,7.52,5.86,4.71,8.31,6.16,33.88,28.81,26.82,27.31,27.97,28.98,173.77,16
12/2/2015 17:00,4.34,7.6,5.44,3.06,8.45,5.77,0.08,0.2,0.09,0,0.27,0.19,0.83,17
13/02/2015 07:00:00,6.11,9.17,7.31,5.82,8.98,7.13,3.1,3.94,3.32,6.91,1.89,2.07,21.23,7
13/02/2015 08:00:00,6.37,8.62,7.31,5.96,8.67,6.84,26.83,19.13,24.38,38.33,16.74,22.69,148.1,8
13/02/2015 09:00:00,6.33,8.46,6.92,6.49,9.6,7.2,49.92,38.09,44.12,76.16,111.59,68.06,387.94,9
13/02/2015 10:00:00,6.3,9.5,7.42,6.99,9.87,7.9,72.97,117.19,102.84,120.5,288.62,183.31,885.43,10
13/02/2015 11:00:00,7.02,9.87,8.36,7.02,9.86,8.48,180.19,214,297.38,99.09,308.75,274.5,1373.91,11
13/02/2015 12:00:00,8.12,9.89,9.04,6.83,9.77,8.72,282.88,203.88,302.62,50.38,256.88,229.25,1325.89,12
13/02/2015 13:00:00,8.51,9.75,9.08,7.07,9.7,8.62,218.81,125.28,186.5,133.12,115.94,88.06,867.71,13
